scenario,mode,epsilon,seed,policy,H_malicious_hops,delta_undetected_s,delta_total_s,delta_evade_worst_s,floor_composed,floor_composed_worst,floor_autonomy_only,floor_network_only,floor_composed__kinematic_v15,floor_autonomy_only__kinematic_v15,floor_composed__empirical_receiver,floor_autonomy_only__empirical_receiver,floor_composed__empirical_ekf,floor_autonomy_only__empirical_ekf
1,medium,2.0,41,DSR,2,0.0,309.44,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,2.0,41,OLSR,1,0.0,124.566,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,2.0,42,AODV,1,0.0,184.822,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,2.0,42,DSDV,1,0.0,244.822,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,2.0,42,DSR,2,0.0,429.295,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,2.0,42,OLSR,2,0.0,249.295,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,2.0,43,AODV,2,0.0,69.132,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,2.0,43,DSDV,2,0.0,129.132,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,2.0,43,DSR,2,0.0,189.132,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,2.0,43,OLSR,2,0.0,69.132,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,2.0,44,AODV,1,0.0,2.573,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5
1,medium,2.0,44,DSDV,1,0.0,2.573,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5
1,medium,2.0,44,DSR,2,0.0,66.52,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,2.0,44,OLSR,1,0.0,2.573,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5
1,medium,3.0,37,AODV,1,0.0,182.984,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,37,DSDV,1,0.0,242.984,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,37,DSR,2,0.0,605.968,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,37,OLSR,1,0.0,182.984,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,38,AODV,2,0.0,247.49,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,38,DSDV,1,0.0,124.506,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,38,DSR,2,0.0,487.49,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,38,OLSR,2,0.0,247.49,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,39,AODV,2,0.0,187.49,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,39,DSDV,1,0.0,64.506,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,39,DSR,2,0.0,367.49,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,39,OLSR,2,0.0,187.49,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,40,AODV,2,0.0,189.388,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,40,DSDV,1,0.0,64.566,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,40,DSR,2,0.0,369.388,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,40,OLSR,2,0.0,189.388,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,41,AODV,2,0.0,129.44,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,41,DSDV,1,0.0,124.566,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,41,DSR,2,0.0,309.44,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,41,OLSR,1,0.0,124.566,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,42,AODV,1,0.0,184.822,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,42,DSDV,1,0.0,244.822,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,42,DSR,2,0.0,429.295,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,42,OLSR,2,0.0,249.295,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,43,AODV,2,0.0,69.132,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,43,DSDV,2,0.0,129.132,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,43,DSR,2,0.0,189.132,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,43,OLSR,2,0.0,69.132,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,44,AODV,1,0.0,2.573,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5
1,medium,3.0,44,DSDV,1,2.573,2.573,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
1,medium,3.0,44,DSR,2,0.0,66.52,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,3.0,44,OLSR,1,2.573,2.573,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
1,medium,4.0,37,AODV,1,0.0,182.984,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,37,DSDV,1,0.0,242.984,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,37,DSR,2,0.0,605.968,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,37,OLSR,1,0.0,182.984,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,38,AODV,2,0.0,247.49,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,38,DSDV,1,0.0,124.506,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,38,DSR,2,0.0,487.49,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,38,OLSR,2,0.0,247.49,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,39,AODV,2,0.0,187.49,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,39,DSDV,1,0.0,64.506,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,39,DSR,2,0.0,367.49,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,39,OLSR,2,0.0,187.49,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,40,AODV,2,0.0,189.388,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,40,DSDV,1,0.0,64.566,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,40,DSR,2,0.0,369.388,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,40,OLSR,2,0.0,189.388,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,41,AODV,2,0.0,129.44,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,41,DSDV,1,0.0,124.566,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,41,DSR,2,0.0,309.44,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,41,OLSR,1,0.0,124.566,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,42,AODV,1,0.0,184.822,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,42,DSDV,1,0.0,244.822,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,42,DSR,2,0.0,429.295,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,42,OLSR,2,0.0,249.295,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,43,AODV,2,0.0,69.132,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,43,DSDV,2,0.0,129.132,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,43,DSR,2,0.0,189.132,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,43,OLSR,2,0.0,69.132,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,4.0,44,AODV,1,0.0,2.573,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5
1,medium,4.0,44,DSDV,1,2.573,2.573,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
1,medium,4.0,44,DSR,2,3.947,66.52,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,4.0,44,OLSR,1,2.573,2.573,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
1,medium,5.0,37,AODV,1,0.0,182.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,37,DSDV,1,0.0,242.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,37,DSR,2,0.0,605.968,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,37,OLSR,1,0.0,182.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,38,AODV,2,0.0,247.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,38,DSDV,1,0.0,124.506,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,38,DSR,2,0.0,487.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,38,OLSR,2,0.0,247.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,39,AODV,2,0.0,187.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,39,DSDV,1,0.0,64.506,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,39,DSR,2,0.0,367.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,39,OLSR,2,0.0,187.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,40,AODV,2,0.0,189.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,40,DSDV,1,0.0,64.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,40,DSR,2,0.0,369.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,40,OLSR,2,0.0,189.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,41,AODV,2,0.0,129.44,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,41,DSDV,1,0.0,124.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,41,DSR,2,0.0,309.44,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,41,OLSR,1,0.0,124.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,42,AODV,1,0.0,184.822,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,42,DSDV,1,0.0,244.822,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,5.0,42,DSR,2,4.473,429.295,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,5.0,42,OLSR,2,4.473,249.295,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,5.0,43,AODV,2,4.566,69.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,5.0,43,DSDV,2,4.566,129.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,5.0,43,DSR,2,4.566,189.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,5.0,43,OLSR,2,4.566,69.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,5.0,44,AODV,1,0.0,2.573,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5
1,medium,5.0,44,DSDV,1,2.573,2.573,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
1,medium,5.0,44,DSR,2,3.947,66.52,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,5.0,44,OLSR,1,2.573,2.573,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
1,medium,6.0,37,AODV,1,0.0,182.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,37,DSDV,1,0.0,242.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,37,DSR,2,0.0,605.968,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,37,OLSR,1,0.0,182.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,38,AODV,2,0.0,247.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,38,DSDV,1,0.0,124.506,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,38,DSR,2,0.0,487.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,38,OLSR,2,0.0,247.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,39,AODV,2,0.0,187.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,39,DSDV,1,0.0,64.506,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,39,DSR,2,0.0,367.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,39,OLSR,2,0.0,187.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,40,AODV,2,0.0,189.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,40,DSDV,1,0.0,64.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,40,DSR,2,0.0,369.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,40,OLSR,2,0.0,189.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,41,AODV,2,0.0,129.44,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,41,DSDV,1,0.0,124.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,41,DSR,2,0.0,309.44,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,41,OLSR,1,0.0,124.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,42,AODV,1,0.0,184.822,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,42,DSDV,1,0.0,244.822,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.0,42,DSR,2,4.473,429.295,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.0,42,OLSR,2,4.473,249.295,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.0,43,AODV,2,4.566,69.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.0,43,DSDV,2,4.566,129.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.0,43,DSR,2,4.566,189.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.0,43,OLSR,2,4.566,69.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.0,44,AODV,1,0.0,2.573,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5
1,medium,6.0,44,DSDV,1,2.573,2.573,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
1,medium,6.0,44,DSR,2,3.947,66.52,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.0,44,OLSR,1,2.573,2.573,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
1,medium,6.5,37,AODV,1,0.0,182.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,37,DSDV,1,0.0,242.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,37,DSR,2,0.0,605.968,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,37,OLSR,1,0.0,182.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,38,AODV,2,0.0,247.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,38,DSDV,1,0.0,124.506,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,38,DSR,2,0.0,487.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,38,OLSR,2,0.0,247.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,39,AODV,2,0.0,187.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,39,DSDV,1,0.0,64.506,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,39,DSR,2,0.0,367.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,39,OLSR,2,0.0,187.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,40,AODV,2,0.0,189.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,40,DSDV,1,0.0,64.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,40,DSR,2,0.0,369.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,40,OLSR,2,0.0,189.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,41,AODV,2,0.0,129.44,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,41,DSDV,1,0.0,124.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,41,DSR,2,0.0,309.44,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,41,OLSR,1,0.0,124.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,42,AODV,1,0.0,184.822,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,42,DSDV,1,0.0,244.822,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,6.5,42,DSR,2,4.473,429.295,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.5,42,OLSR,2,4.473,249.295,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.5,43,AODV,2,4.566,69.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.5,43,DSDV,2,4.566,129.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.5,43,DSR,2,4.566,189.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.5,43,OLSR,2,4.566,69.132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.5,44,AODV,1,0.0,2.573,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5
1,medium,6.5,44,DSDV,1,2.573,2.573,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
1,medium,6.5,44,DSR,2,3.947,66.52,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,6.5,44,OLSR,1,2.573,2.573,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
1,medium,7.0,37,AODV,1,0.0,182.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,37,DSDV,1,0.0,242.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,37,DSR,2,0.0,605.968,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,37,OLSR,1,0.0,182.984,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,38,AODV,2,0.0,247.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,38,DSDV,1,0.0,124.506,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,38,DSR,2,0.0,487.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,38,OLSR,2,0.0,247.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,39,AODV,2,0.0,187.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,39,DSDV,1,0.0,64.506,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,39,DSR,2,0.0,367.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,39,OLSR,2,0.0,187.49,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,40,AODV,2,0.0,189.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,40,DSDV,1,0.0,64.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,40,DSR,2,0.0,369.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,40,OLSR,2,0.0,189.388,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,41,AODV,2,0.0,129.44,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,41,DSDV,1,0.0,124.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,41,DSR,2,0.0,309.44,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,41,OLSR,1,0.0,124.566,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,42,AODV,1,0.0,184.822,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,42,DSDV,1,0.0,244.822,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,medium,7.0,42,DSR,2,4.473,429.295,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
1,medium,7.0,42,OLSR,2,4.473,249.295,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
