scenario,mode,epsilon,seed,policy,packet,hop,from,to,residual_s,path_match,suspicious,malicious_sender
1,low,10.0,42,OLSR,1001,3,n9,n13,0.115,1,0,0
1,low,10.0,42,OLSR,1001,4,n13,S,0.160,1,0,0
1,low,10.0,42,DSR,1001,0,n2,n6,0.119,1,0,0
1,low,10.0,42,DSR,1001,1,n6,n10,4.042,1,0,1
1,low,10.0,42,DSR,1001,2,n10,n14,63.415,1,1,1
1,low,10.0,42,DSR,1001,3,n14,S,0.160,1,0,0
1,low,10.0,42,DSDV,1001,0,n2,n6,0.119,1,0,0
1,low,10.0,42,DSDV,1001,1,n6,n10,4.042,1,0,1
1,low,10.0,42,DSDV,1001,2,n10,n9,3.415,1,0,1
1,low,10.0,42,DSDV,1001,3,n9,n13,0.115,1,0,0
1,low,10.0,42,DSDV,1001,4,n13,S,0.160,1,0,0
1,low,10.0,43,AODV,1001,0,n2,n6,0.142,1,0,0
1,low,10.0,43,AODV,1001,1,n6,n10,3.415,1,0,1
1,low,10.0,43,AODV,1001,2,n10,n14,3.838,1,0,1
1,low,10.0,43,AODV,1001,3,n14,S,0.056,1,0,0
1,low,10.0,43,OLSR,1001,0,n2,n6,0.142,1,0,0
1,low,10.0,43,OLSR,1001,1,n6,n10,3.415,1,0,1
1,low,10.0,43,OLSR,1001,2,n10,n14,3.838,1,0,1
1,low,10.0,43,OLSR,1001,3,n14,S,0.056,1,0,0
1,low,10.0,43,DSR,1001,0,n2,n6,0.142,1,0,0
1,low,10.0,43,DSR,1001,1,n6,n10,3.415,1,0,1
1,low,10.0,43,DSR,1001,2,n10,n14,3.838,1,0,1
1,low,10.0,43,DSR,1001,3,n14,S,0.056,1,0,0
1,low,10.0,43,DSDV,1001,0,n2,n6,0.142,1,0,0
1,low,10.0,43,DSDV,1001,1,n6,n10,3.415,1,0,1
1,low,10.0,43,DSDV,1001,2,n10,n14,3.838,1,0,1
1,low,10.0,43,DSDV,1001,3,n14,S,0.056,1,0,0
1,low,10.0,44,AODV,1001,0,n2,n6,0.154,1,0,0
1,low,10.0,44,AODV,1001,1,n6,n10,4.018,1,0,1
1,low,10.0,44,AODV,1001,2,n10,n9,3.002,0,1,1
1,low,10.0,44,AODV,1001,3,n9,n13,0.125,1,0,0
1,low,10.0,44,AODV,1001,4,n13,S,0.130,1,0,0
1,low,10.0,44,OLSR,1001,0,n2,n6,0.154,1,0,0
1,low,10.0,44,OLSR,1001,1,n6,n10,4.018,1,0,1
1,low,10.0,44,OLSR,1001,2,n10,n9,3.002,1,0,1
1,low,10.0,44,OLSR,1001,3,n9,n13,0.125,1,0,0
1,low,10.0,44,OLSR,1001,4,n13,S,0.130,1,0,0
1,low,10.0,44,DSR,1001,0,n2,n6,0.154,1,0,0
1,low,10.0,44,DSR,1001,1,n6,n10,4.018,1,0,1
1,low,10.0,44,DSR,1001,2,n10,n14,63.002,1,1,1
1,low,10.0,44,DSR,1001,3,n14,S,0.130,1,0,0
1,low,10.0,44,DSDV,1001,0,n2,n6,0.154,1,0,0
1,low,10.0,44,DSDV,1001,1,n6,n10,4.018,1,0,1
1,low,10.0,44,DSDV,1001,2,n10,n9,3.002,1,0,1
1,low,10.0,44,DSDV,1001,3,n9,n13,0.125,1,0,0
1,low,10.0,44,DSDV,1001,4,n13,S,0.130,1,0,0
1,medium,0.25,37,AODV,1001,0,n2,n6,0.089,1,0,0
1,medium,0.25,37,AODV,1001,1,n6,n5,182.984,0,1,1
1,medium,0.25,37,AODV,1001,2,n5,n9,0.119,1,0,0
1,medium,0.25,37,AODV,1001,3,n9,n13,0.133,1,0,0
1,medium,0.25,37,AODV,1001,4,n13,S,0.074,1,0,0
1,medium,0.25,37,OLSR,1001,0,n2,n6,0.089,1,0,0
1,medium,0.25,37,OLSR,1001,1,n6,n5,182.984,1,1,1
1,medium,0.25,37,OLSR,1001,2,n5,n9,0.119,1,0,0
1,medium,0.25,37,OLSR,1001,3,n9,n13,0.133,1,0,0
1,medium,0.25,37,OLSR,1001,4,n13,S,0.074,1,0,0
1,medium,0.25,37,DSR,1001,0,n2,n6,0.089,1,0,0
1,medium,0.25,37,DSR,1001,1,n6,n10,422.984,1,1,1
1,medium,0.25,37,DSR,1001,2,n10,n14,182.984,1,1,1
1,medium,0.25,37,DSR,1001,3,n14,S,0.178,1,0,0
1,medium,0.25,37,DSDV,1001,0,n2,n6,0.089,1,0,0
1,medium,0.25,37,DSDV,1001,1,n6,n5,242.984,1,1,1
1,medium,0.25,37,DSDV,1001,2,n5,n9,0.119,1,0,0
1,medium,0.25,37,DSDV,1001,3,n9,n13,0.133,1,0,0
1,medium,0.25,37,DSDV,1001,4,n13,S,0.074,1,0,0
1,medium,0.25,38,AODV,1001,0,n2,n6,0.155,1,0,0
1,medium,0.25,38,AODV,1001,1,n6,n10,124.506,1,1,1
1,medium,0.25,38,AODV,1001,2,n10,n14,122.984,1,1,1
1,medium,0.25,38,AODV,1001,3,n14,S,0.163,1,0,0
1,medium,0.25,38,OLSR,1001,0,n2,n6,0.155,1,0,0
1,medium,0.25,38,OLSR,1001,1,n6,n10,124.506,1,1,1
1,medium,0.25,38,OLSR,1001,2,n10,n14,122.984,1,1,1
1,medium,0.25,38,OLSR,1001,3,n14,S,0.163,1,0,0
1,medium,0.25,38,DSR,1001,0,n2,n6,0.155,1,0,0
1,medium,0.25,38,DSR,1001,1,n6,n10,244.506,1,1,1
1,medium,0.25,38,DSR,1001,2,n10,n14,242.984,1,1,1
1,medium,0.25,38,DSR,1001,3,n14,S,0.163,1,0,0
1,medium,0.25,38,DSDV,1001,0,n2,n6,0.155,1,0,0
1,medium,0.25,38,DSDV,1001,1,n6,n5,124.506,1,1,1
1,medium,0.25,38,DSDV,1001,2,n5,n9,0.054,1,0,0
1,medium,0.25,38,DSDV,1001,3,n9,n13,0.119,1,0,0
1,medium,0.25,38,DSDV,1001,4,n13,S,0.101,1,0,0
1,medium,0.25,39,AODV,1001,0,n2,n6,0.166,1,0,0
1,medium,0.25,39,AODV,1001,1,n6,n10,64.506,1,1,1
1,medium,0.25,39,AODV,1001,2,n10,n14,122.984,1,1,1
1,medium,0.25,39,AODV,1001,3,n14,S,0.178,1,0,0
1,medium,0.25,39,OLSR,1001,0,n2,n6,0.166,1,0,0
1,medium,0.25,39,OLSR,1001,1,n6,n10,64.506,1,1,1
1,medium,0.25,39,OLSR,1001,2,n10,n14,122.984,1,1,1
1,medium,0.25,39,OLSR,1001,3,n14,S,0.178,1,0,0
1,medium,0.25,39,DSR,1001,0,n2,n6,0.166,1,0,0
1,medium,0.25,39,DSR,1001,1,n6,n10,124.506,1,1,1
1,medium,0.25,39,DSR,1001,2,n10,n14,242.984,1,1,1
1,medium,0.25,39,DSR,1001,3,n14,S,0.178,1,0,0
1,medium,0.25,39,DSDV,1001,0,n2,n6,0.166,1,0,0
1,medium,0.25,39,DSDV,1001,1,n6,n5,64.506,1,1,1
1,medium,0.25,39,DSDV,1001,2,n5,n9,0.054,1,0,0
1,medium,0.25,39,DSDV,1001,3,n9,n13,0.105,1,0,0
1,medium,0.25,39,DSDV,1001,4,n13,S,0.117,1,0,0
1,medium,0.25,40,AODV,1001,0,n2,n6,0.127,1,0,0
1,medium,0.25,40,AODV,1001,1,n6,n10,64.566,1,1,1
1,medium,0.25,40,AODV,1001,2,n10,n14,124.822,1,1,1
1,medium,0.25,40,AODV,1001,3,n14,S,0.177,1,0,0
1,medium,0.25,40,OLSR,1001,0,n2,n6,0.127,1,0,0
1,medium,0.25,40,OLSR,1001,1,n6,n10,64.566,1,1,1
1,medium,0.25,40,OLSR,1001,2,n10,n14,124.822,1,1,1
1,medium,0.25,40,OLSR,1001,3,n14,S,0.177,1,0,0
1,medium,0.25,40,DSR,1001,0,n2,n6,0.127,1,0,0
1,medium,0.25,40,DSR,1001,1,n6,n10,124.566,1,1,1
1,medium,0.25,40,DSR,1001,2,n10,n14,244.822,1,1,1
1,medium,0.25,40,DSR,1001,3,n14,S,0.177,1,0,0
1,medium,0.25,40,DSDV,1001,0,n2,n6,0.127,1,0,0
1,medium,0.25,40,DSDV,1001,1,n6,n5,64.566,1,1,1
1,medium,0.25,40,DSDV,1001,2,n5,n9,0.115,1,0,0
1,medium,0.25,40,DSDV,1001,3,n9,n13,0.158,1,0,0
1,medium,0.25,40,DSDV,1001,4,n13,S,0.056,1,0,0
1,medium,0.25,41,AODV,1001,0,n2,n6,0.094,1,0,0
1,medium,0.25,41,AODV,1001,1,n6,n10,124.566,1,1,1
1,medium,0.25,41,AODV,1001,2,n10,n9,4.874,0,1,1
1,medium,0.25,41,AODV,1001,3,n9,n13,0.084,1,0,0
1,medium,0.25,41,AODV,1001,4,n13,S,0.100,1,0,0
1,medium,0.25,41,OLSR,1001,0,n2,n6,0.094,1,0,0
1,medium,0.25,41,OLSR,1001,1,n6,n5,124.566,1,1,1
1,medium,0.25,41,OLSR,1001,2,n5,n9,0.115,1,0,0
1,medium,0.25,41,OLSR,1001,3,n9,n13,0.119,1,0,0
1,medium,0.25,41,OLSR,1001,4,n13,S,0.120,1,0,0
1,medium,0.25,41,DSR,1001,0,n2,n6,0.094,1,0,0
1,medium,0.25,41,DSR,1001,1,n6,n10,244.566,1,1,1
1,medium,0.25,41,DSR,1001,2,n10,n14,64.874,1,1,1
1,medium,0.25,41,DSR,1001,3,n14,S,0.100,1,0,0
1,medium,0.25,41,DSDV,1001,0,n2,n6,0.094,1,0,0
1,medium,0.25,41,DSDV,1001,1,n6,n5,124.566,1,1,1
1,medium,0.25,41,DSDV,1001,2,n5,n9,0.115,1,0,0
1,medium,0.25,41,DSDV,1001,3,n9,n13,0.119,1,0,0
1,medium,0.25,41,DSDV,1001,4,n13,S,0.120,1,0,0
1,medium,0.25,42,AODV,1001,0,n2,n6,0.119,1,0,0
1,medium,0.25,42,AODV,1001,1,n6,n5,184.822,0,1,1
1,medium,0.25,42,AODV,1001,2,n5,n9,0.119,1,0,0
1,medium,0.25,42,AODV,1001,3,n9,n13,0.078,1,0,0
1,medium,0.25,42,AODV,1001,4,n13,S,0.100,1,0,0
1,medium,0.25,42,OLSR,1001,0,n2,n6,0.119,1,0,0
1,medium,0.25,42,OLSR,1001,1,n6,n10,244.822,1,1,1
1,medium,0.25,42,OLSR,1001,2,n10,n14,4.473,1,1,1
1,medium,0.25,42,OLSR,1001,3,n14,S,0.121,1,0,0
1,medium,0.25,42,DSR,1001,0,n2,n6,0.119,1,0,0
1,medium,0.25,42,DSR,1001,1,n6,n10,424.822,1,1,1
1,medium,0.25,42,DSR,1001,2,n10,n14,4.473,1,1,1
1,medium,0.25,42,DSR,1001,3,n14,S,0.121,1,0,0
1,medium,0.25,42,DSDV,1001,0,n2,n6,0.119,1,0,0
1,medium,0.25,42,DSDV,1001,1,n6,n5,244.822,1,1,1
1,medium,0.25,42,DSDV,1001,2,n5,n9,0.119,1,0,0
1,medium,0.25,42,DSDV,1001,3,n9,n13,0.078,1,0,0
1,medium,0.25,42,DSDV,1001,4,n13,S,0.100,1,0,0
1,medium,0.25,43,AODV,1001,0,n2,n6,0.142,1,0,0
1,medium,0.25,43,AODV,1001,1,n6,n10,4.566,1,1,1
1,medium,0.25,43,AODV,1001,2,n10,n9,64.566,0,1,1
1,medium,0.25,43,AODV,1001,3,n9,n13,0.115,1,0,0
1,medium,0.25,43,AODV,1001,4,n13,S,0.165,1,0,0
1,medium,0.25,43,OLSR,1001,0,n2,n6,0.142,1,0,0
1,medium,0.25,43,OLSR,1001,1,n6,n10,4.566,1,1,1
1,medium,0.25,43,OLSR,1001,2,n10,n9,64.566,1,1,1
1,medium,0.25,43,OLSR,1001,3,n9,n13,0.115,1,0,0
1,medium,0.25,43,OLSR,1001,4,n13,S,0.165,1,0,0
1,medium,0.25,43,DSR,1001,0,n2,n6,0.142,1,0,0
1,medium,0.25,43,DSR,1001,1,n6,n10,4.566,1,1,1
1,medium,0.25,43,DSR,1001,2,n10,n14,184.566,1,1,1
1,medium,0.25,43,DSR,1001,3,n14,S,0.160,1,0,0
1,medium,0.25,43,DSDV,1001,0,n2,n6,0.142,1,0,0
1,medium,0.25,43,DSDV,1001,1,n6,n10,4.566,1,1,1
1,medium,0.25,43,DSDV,1001,2,n10,n14,124.566,1,1,1
1,medium,0.25,43,DSDV,1001,3,n14,S,0.160,1,0,0
1,medium,0.25,44,AODV,1001,0,n2,n6,0.154,1,0,0
1,medium,0.25,44,AODV,1001,1,n6,n5,2.573,0,1,1
1,medium,0.25,44,AODV,1001,2,n5,n9,0.094,1,0,0
1,medium,0.25,44,AODV,1001,3,n9,n13,0.125,1,0,0
1,medium,0.25,44,AODV,1001,4,n13,S,0.130,1,0,0
1,medium,0.25,44,OLSR,1001,0,n2,n6,0.154,1,0,0
1,medium,0.25,44,OLSR,1001,1,n6,n5,2.573,1,1,1
1,medium,0.25,44,OLSR,1001,2,n5,n9,0.094,1,0,0
1,medium,0.25,44,OLSR,1001,3,n9,n13,0.125,1,0,0
1,medium,0.25,44,OLSR,1001,4,n13,S,0.130,1,0,0
1,medium,0.25,44,DSR,1001,0,n2,n6,0.154,1,0,0
1,medium,0.25,44,DSR,1001,1,n6,n10,62.573,1,1,1
1,medium,0.25,44,DSR,1001,2,n10,n14,3.947,1,1,1
1,medium,0.25,44,DSR,1001,3,n14,S,0.130,1,0,0
1,medium,0.25,44,DSDV,1001,0,n2,n6,0.154,1,0,0
1,medium,0.25,44,DSDV,1001,1,n6,n5,2.573,1,1,1
1,medium,0.25,44,DSDV,1001,2,n5,n9,0.094,1,0,0
1,medium,0.25,44,DSDV,1001,3,n9,n13,0.125,1,0,0
1,medium,0.25,44,DSDV,1001,4,n13,S,0.130,1,0,0
1,medium,0.5,37,AODV,1001,0,n2,n6,0.089,1,0,0
1,medium,0.5,37,AODV,1001,1,n6,n5,182.984,0,1,1
1,medium,0.5,37,AODV,1001,2,n5,n9,0.119,1,0,0
1,medium,0.5,37,AODV,1001,3,n9,n13,0.133,1,0,0
1,medium,0.5,37,AODV,1001,4,n13,S,0.074,1,0,0
1,medium,0.5,37,OLSR,1001,0,n2,n6,0.089,1,0,0
1,medium,0.5,37,OLSR,1001,1,n6,n5,182.984,1,1,1
1,medium,0.5,37,OLSR,1001,2,n5,n9,0.119,1,0,0
1,medium,0.5,37,OLSR,1001,3,n9,n13,0.133,1,0,0
1,medium,0.5,37,OLSR,1001,4,n13,S,0.074,1,0,0
1,medium,0.5,37,DSR,1001,0,n2,n6,0.089,1,0,0
1,medium,0.5,37,DSR,1001,1,n6,n10,422.984,1,1,1
1,medium,0.5,37,DSR,1001,2,n10,n14,182.984,1,1,1
1,medium,0.5,37,DSR,1001,3,n14,S,0.178,1,0,0
1,medium,0.5,37,DSDV,1001,0,n2,n6,0.089,1,0,0
1,medium,0.5,37,DSDV,1001,1,n6,n5,242.984,1,1,1
1,medium,0.5,37,DSDV,1001,2,n5,n9,0.119,1,0,0
1,medium,0.5,37,DSDV,1001,3,n9,n13,0.133,1,0,0
1,medium,0.5,37,DSDV,1001,4,n13,S,0.074,1,0,0
1,medium,0.5,38,AODV,1001,0,n2,n6,0.155,1,0,0
1,medium,0.5,38,AODV,1001,1,n6,n10,124.506,1,1,1
1,medium,0.5,38,AODV,1001,2,n10,n14,122.984,1,1,1
1,medium,0.5,38,AODV,1001,3,n14,S,0.163,1,0,0
1,medium,0.5,38,OLSR,1001,0,n2,n6,0.155,1,0,0
1,medium,0.5,38,OLSR,1001,1,n6,n10,124.506,1,1,1
1,medium,0.5,38,OLSR,1001,2,n10,n14,122.984,1,1,1
1,medium,0.5,38,OLSR,1001,3,n14,S,0.163,1,0,0
1,medium,0.5,38,DSR,1001,0,n2,n6,0.155,1,0,0
1,medium,0.5,38,DSR,1001,1,n6,n10,244.506,1,1,1
1,medium,0.5,38,DSR,1001,2,n10,n14,242.984,1,1,1
1,medium,0.5,38,DSR,1001,3,n14,S,0.163,1,0,0
1,medium,0.5,38,DSDV,1001,0,n2,n6,0.155,1,0,0
1,medium,0.5,38,DSDV,1001,1,n6,n5,124.506,1,1,1
1,medium,0.5,38,DSDV,1001,2,n5,n9,0.054,1,0,0
1,medium,0.5,38,DSDV,1001,3,n9,n13,0.119,1,0,0
1,medium,0.5,38,DSDV,1001,4,n13,S,0.101,1,0,0
1,medium,0.5,39,AODV,1001,0,n2,n6,0.166,1,0,0
1,medium,0.5,39,AODV,1001,1,n6,n10,64.506,1,1,1
1,medium,0.5,39,AODV,1001,2,n10,n14,122.984,1,1,1
1,medium,0.5,39,AODV,1001,3,n14,S,0.178,1,0,0
1,medium,0.5,39,OLSR,1001,0,n2,n6,0.166,1,0,0
1,medium,0.5,39,OLSR,1001,1,n6,n10,64.506,1,1,1
1,medium,0.5,39,OLSR,1001,2,n10,n14,122.984,1,1,1
1,medium,0.5,39,OLSR,1001,3,n14,S,0.178,1,0,0
1,medium,0.5,39,DSR,1001,0,n2,n6,0.166,1,0,0
1,medium,0.5,39,DSR,1001,1,n6,n10,124.506,1,1,1
1,medium,0.5,39,DSR,1001,2,n10,n14,242.984,1,1,1
1,medium,0.5,39,DSR,1001,3,n14,S,0.178,1,0,0
1,medium,0.5,39,DSDV,1001,0,n2,n6,0.166,1,0,0
1,medium,0.5,39,DSDV,1001,1,n6,n5,64.506,1,1,1
1,medium,0.5,39,DSDV,1001,2,n5,n9,0.054,1,0,0
1,medium,0.5,39,DSDV,1001,3,n9,n13,0.105,1,0,0
1,medium,0.5,39,DSDV,1001,4,n13,S,0.117,1,0,0
1,medium,0.5,40,AODV,1001,0,n2,n6,0.127,1,0,0
1,medium,0.5,40,AODV,1001,1,n6,n10,64.566,1,1,1
1,medium,0.5,40,AODV,1001,2,n10,n14,124.822,1,1,1
1,medium,0.5,40,AODV,1001,3,n14,S,0.177,1,0,0
1,medium,0.5,40,OLSR,1001,0,n2,n6,0.127,1,0,0
1,medium,0.5,40,OLSR,1001,1,n6,n10,64.566,1,1,1
1,medium,0.5,40,OLSR,1001,2,n10,n14,124.822,1,1,1
1,medium,0.5,40,OLSR,1001,3,n14,S,0.177,1,0,0
1,medium,0.5,40,DSR,1001,0,n2,n6,0.127,1,0,0
1,medium,0.5,40,DSR,1001,1,n6,n10,124.566,1,1,1
1,medium,0.5,40,DSR,1001,2,n10,n14,244.822,1,1,1
1,medium,0.5,40,DSR,1001,3,n14,S,0.177,1,0,0
1,medium,0.5,40,DSDV,1001,0,n2,n6,0.127,1,0,0
1,medium,0.5,40,DSDV,1001,1,n6,n5,64.566,1,1,1
1,medium,0.5,40,DSDV,1001,2,n5,n9,0.115,1,0,0
1,medium,0.5,40,DSDV,1001,3,n9,n13,0.158,1,0,0
1,medium,0.5,40,DSDV,1001,4,n13,S,0.056,1,0,0
1,medium,0.5,41,AODV,1001,0,n2,n6,0.094,1,0,0
1,medium,0.5,41,AODV,1001,1,n6,n10,124.566,1,1,1
1,medium,0.5,41,AODV,1001,2,n10,n9,4.874,0,1,1
1,medium,0.5,41,AODV,1001,3,n9,n13,0.084,1,0,0
1,medium,0.5,41,AODV,1001,4,n13,S,0.100,1,0,0
1,medium,0.5,41,OLSR,1001,0,n2,n6,0.094,1,0,0
1,medium,0.5,41,OLSR,1001,1,n6,n5,124.566,1,1,1
1,medium,0.5,41,OLSR,1001,2,n5,n9,0.115,1,0,0
1,medium,0.5,41,OLSR,1001,3,n9,n13,0.119,1,0,0
1,medium,0.5,41,OLSR,1001,4,n13,S,0.120,1,0,0
1,medium,0.5,41,DSR,1001,0,n2,n6,0.094,1,0,0
1,medium,0.5,41,DSR,1001,1,n6,n10,244.566,1,1,1
1,medium,0.5,41,DSR,1001,2,n10,n14,64.874,1,1,1
1,medium,0.5,41,DSR,1001,3,n14,S,0.100,1,0,0
1,medium,0.5,41,DSDV,1001,0,n2,n6,0.094,1,0,0
1,medium,0.5,41,DSDV,1001,1,n6,n5,124.566,1,1,1
1,medium,0.5,41,DSDV,1001,2,n5,n9,0.115,1,0,0
1,medium,0.5,41,DSDV,1001,3,n9,n13,0.119,1,0,0
1,medium,0.5,41,DSDV,1001,4,n13,S,0.120,1,0,0
1,medium,0.5,42,AODV,1001,0,n2,n6,0.119,1,0,0
1,medium,0.5,42,AODV,1001,1,n6,n5,184.822,0,1,1
1,medium,0.5,42,AODV,1001,2,n5,n9,0.119,1,0,0
1,medium,0.5,42,AODV,1001,3,n9,n13,0.078,1,0,0
1,medium,0.5,42,AODV,1001,4,n13,S,0.100,1,0,0
1,medium,0.5,42,OLSR,1001,0,n2,n6,0.119,1,0,0
1,medium,0.5,42,OLSR,1001,1,n6,n10,244.822,1,1,1
1,medium,0.5,42,OLSR,1001,2,n10,n14,4.473,1,1,1
1,medium,0.5,42,OLSR,1001,3,n14,S,0.121,1,0,0
1,medium,0.5,42,DSR,1001,0,n2,n6,0.119,1,0,0
1,medium,0.5,42,DSR,1001,1,n6,n10,424.822,1,1,1
1,medium,0.5,42,DSR,1001,2,n10,n14,4.473,1,1,1
1,medium,0.5,42,DSR,1001,3,n14,S,0.121,1,0,0
1,medium,0.5,42,DSDV,1001,0,n2,n6,0.119,1,0,0
1,medium,0.5,42,DSDV,1001,1,n6,n5,244.822,1,1,1
1,medium,0.5,42,DSDV,1001,2,n5,n9,0.119,1,0,0
1,medium,0.5,42,DSDV,1001,3,n9,n13,0.078,1,0,0
1,medium,0.5,42,DSDV,1001,4,n13,S,0.100,1,0,0
1,medium,0.5,43,AODV,1001,0,n2,n6,0.142,1,0,0
1,medium,0.5,43,AODV,1001,1,n6,n10,4.566,1,1,1
1,medium,0.5,43,AODV,1001,2,n10,n9,64.566,0,1,1
1,medium,0.5,43,AODV,1001,3,n9,n13,0.115,1,0,0
1,medium,0.5,43,AODV,1001,4,n13,S,0.165,1,0,0
1,medium,0.5,43,OLSR,1001,0,n2,n6,0.142,1,0,0
1,medium,0.5,43,OLSR,1001,1,n6,n10,4.566,1,1,1
1,medium,0.5,43,OLSR,1001,2,n10,n9,64.566,1,1,1
1,medium,0.5,43,OLSR,1001,3,n9,n13,0.115,1,0,0
1,medium,0.5,43,OLSR,1001,4,n13,S,0.165,1,0,0
1,medium,0.5,43,DSR,1001,0,n2,n6,0.142,1,0,0
1,medium,0.5,43,DSR,1001,1,n6,n10,4.566,1,1,1
1,medium,0.5,43,DSR,1001,2,n10,n14,184.566,1,1,1
1,medium,0.5,43,DSR,1001,3,n14,S,0.160,1,0,0
1,medium,0.5,43,DSDV,1001,0,n2,n6,0.142,1,0,0
1,medium,0.5,43,DSDV,1001,1,n6,n10,4.566,1,1,1
1,medium,0.5,43,DSDV,1001,2,n10,n14,124.566,1,1,1
1,medium,0.5,43,DSDV,1001,3,n14,S,0.160,1,0,0
1,medium,0.5,44,AODV,1001,0,n2,n6,0.154,1,0,0
1,medium,0.5,44,AODV,1001,1,n6,n5,2.573,0,1,1
1,medium,0.5,44,AODV,1001,2,n5,n9,0.094,1,0,0
1,medium,0.5,44,AODV,1001,3,n9,n13,0.125,1,0,0
1,medium,0.5,44,AODV,1001,4,n13,S,0.130,1,0,0
1,medium,0.5,44,OLSR,1001,0,n2,n6,0.154,1,0,0
1,medium,0.5,44,OLSR,1001,1,n6,n5,2.573,1,1,1
1,medium,0.5,44,OLSR,1001,2,n5,n9,0.094,1,0,0
1,medium,0.5,44,OLSR,1001,3,n9,n13,0.125,1,0,0
1,medium,0.5,44,OLSR,1001,4,n13,S,0.130,1,0,0
1,medium,0.5,44,DSR,1001,0,n2,n6,0.154,1,0,0
1,medium,0.5,44,DSR,1001,1,n6,n10,62.573,1,1,1
1,medium,0.5,44,DSR,1001,2,n10,n14,3.947,1,1,1
1,medium,0.5,44,DSR,1001,3,n14,S,0.130,1,0,0
1,medium,0.5,44,DSDV,1001,0,n2,n6,0.154,1,0,0
1,medium,0.5,44,DSDV,1001,1,n6,n5,2.573,1,1,1
1,medium,0.5,44,DSDV,1001,2,n5,n9,0.094,1,0,0
1,medium,0.5,44,DSDV,1001,3,n9,n13,0.125,1,0,0
1,medium,0.5,44,DSDV,1001,4,n13,S,0.130,1,0,0
1,medium,1.0,37,AODV,1001,0,n2,n6,0.089,1,0,0
1,medium,1.0,37,AODV,1001,1,n6,n5,182.984,0,1,1
1,medium,1.0,37,AODV,1001,2,n5,n9,0.119,1,0,0
1,medium,1.0,37,AODV,1001,3,n9,n13,0.133,1,0,0
1,medium,1.0,37,AODV,1001,4,n13,S,0.074,1,0,0
1,medium,1.0,37,OLSR,1001,0,n2,n6,0.089,1,0,0
1,medium,1.0,37,OLSR,1001,1,n6,n5,182.984,1,1,1
1,medium,1.0,37,OLSR,1001,2,n5,n9,0.119,1,0,0
1,medium,1.0,37,OLSR,1001,3,n9,n13,0.133,1,0,0
1,medium,1.0,37,OLSR,1001,4,n13,S,0.074,1,0,0
1,medium,1.0,37,DSR,1001,0,n2,n6,0.089,1,0,0
1,medium,1.0,37,DSR,1001,1,n6,n10,422.984,1,1,1
1,medium,1.0,37,DSR,1001,2,n10,n14,182.984,1,1,1
1,medium,1.0,37,DSR,1001,3,n14,S,0.178,1,0,0
1,medium,1.0,37,DSDV,1001,0,n2,n6,0.089,1,0,0
1,medium,1.0,37,DSDV,1001,1,n6,n5,242.984,1,1,1
1,medium,1.0,37,DSDV,1001,2,n5,n9,0.119,1,0,0
1,medium,1.0,37,DSDV,1001,3,n9,n13,0.133,1,0,0
1,medium,1.0,37,DSDV,1001,4,n13,S,0.074,1,0,0
1,medium,1.0,38,AODV,1001,0,n2,n6,0.155,1,0,0
1,medium,1.0,38,AODV,1001,1,n6,n10,124.506,1,1,1
1,medium,1.0,38,AODV,1001,2,n10,n14,122.984,1,1,1
1,medium,1.0,38,AODV,1001,3,n14,S,0.163,1,0,0
1,medium,1.0,38,OLSR,1001,0,n2,n6,0.155,1,0,0
1,medium,1.0,38,OLSR,1001,1,n6,n10,124.506,1,1,1
1,medium,1.0,38,OLSR,1001,2,n10,n14,122.984,1,1,1
1,medium,1.0,38,OLSR,1001,3,n14,S,0.163,1,0,0
1,medium,1.0,38,DSR,1001,0,n2,n6,0.155,1,0,0
1,medium,1.0,38,DSR,1001,1,n6,n10,244.506,1,1,1
1,medium,1.0,38,DSR,1001,2,n10,n14,242.984,1,1,1
1,medium,1.0,38,DSR,1001,3,n14,S,0.163,1,0,0
1,medium,1.0,38,DSDV,1001,0,n2,n6,0.155,1,0,0
1,medium,1.0,38,DSDV,1001,1,n6,n5,124.506,1,1,1
1,medium,1.0,38,DSDV,1001,2,n5,n9,0.054,1,0,0
1,medium,1.0,38,DSDV,1001,3,n9,n13,0.119,1,0,0
1,medium,1.0,38,DSDV,1001,4,n13,S,0.101,1,0,0
1,medium,1.0,39,AODV,1001,0,n2,n6,0.166,1,0,0
1,medium,1.0,39,AODV,1001,1,n6,n10,64.506,1,1,1
1,medium,1.0,39,AODV,1001,2,n10,n14,122.984,1,1,1
1,medium,1.0,39,AODV,1001,3,n14,S,0.178,1,0,0
1,medium,1.0,39,OLSR,1001,0,n2,n6,0.166,1,0,0
1,medium,1.0,39,OLSR,1001,1,n6,n10,64.506,1,1,1
1,medium,1.0,39,OLSR,1001,2,n10,n14,122.984,1,1,1
1,medium,1.0,39,OLSR,1001,3,n14,S,0.178,1,0,0
1,medium,1.0,39,DSR,1001,0,n2,n6,0.166,1,0,0
1,medium,1.0,39,DSR,1001,1,n6,n10,124.506,1,1,1
1,medium,1.0,39,DSR,1001,2,n10,n14,242.984,1,1,1
1,medium,1.0,39,DSR,1001,3,n14,S,0.178,1,0,0
1,medium,1.0,39,DSDV,1001,0,n2,n6,0.166,1,0,0
1,medium,1.0,39,DSDV,1001,1,n6,n5,64.506,1,1,1
1,medium,1.0,39,DSDV,1001,2,n5,n9,0.054,1,0,0
